['bright', 'green', 'action', 'black', 'dark']
['sign', 'tennis', 'people', 'picture', 'reads']
['bathroom', 'picture', 'says', 'sign', 'ripe']
['bathroom', 'picture', 'bird', 'vintage', 'showing']
['pillow', 'cut', 'picture', 'showing', 'background']
['man', 'suit', 'tie', 'posing', 'wearing']
['person', 'eating', 'cutting', 'holding', 'breakfast']
['eyes', 'bathroom', 'yellow', 'shelves', 'scissors']
['smart', 'surfers', 'group', 'picture', 'people']
['monitor', 'room', 'small', 'sitting', 'teddy']
['holding', 'woman', 'women', 'person', 'man']
['pitch', 'large', 'racquet', 'player', 'path']
['red', 'displaying', 'close', 'picture', 'bicycles']
['group', 'posing', 'pose', 'team', 'picture']
['man', 'suit', 'wearing', 'tie', 'men']
['group', 'photo', 'large', 'posing', 'people']
['placed', 'table', 'atop', 'phone', 'sitting']
['dog', 'small', 'laying', 'person', 'car']
['tennis', 'shoes', 'blue', 'inside', 'sand']
['men', 'posing', 'standing', 'young', 'man']
['tie', 'posing', 'wearing', 'blue', 'smiling']
['camera', 'man', 'tie', 'looking', 'teeth']
['bathroom', 'screen', 'showing', 'carpet', 'gray']
['shows', 'blue', 'water', 'white', 'traveling']
['bottle', 'chocolate', 'blender', 'sitting', 'driving']
['woman', 'girl', 'pretty', 'hair', 'lady']
['woman', 'hair', 'young', 'girl', 'black']
['people', 'group', 'flags', 'standing', 'parade']
['boats', 'white', 'sitting', 'black', 'garden']
['woman', 'smiling', 'posing', 'holding', 'women']
['posing', 'woman', 'pink', 'hole', 'cute']
['gray', 'sky', 'throw', 'dark', 'high']
['pictures', 'picture', 'various', 'closeup', 'image']
['street', 'yellow', 'parked', 'sitting', 'traffic']
['blurry', 'driving', 'mountain', 'trees', 'large']
['lights', 'round', 'make', 'poles', 'kind']
['group', 'game', 'people', 'yellow', 'man']
['brick', 'brown', 'wall', 'sitting', 'black']
['truck', 'white', 'parked', 'sign', 'large']
['man', 'wearing', 'posing', 'picture', 'holding']
['dog', 'brown', 'lap', 'tan', 'yellow']
['man', 'hat', 'picture', 'wearing', 'glasses']
['picture', 'screen', 'showing', 'laptop', 'smart']
['eyes', 'tower', 'sailing', 'dark', 'pink']
['flock', 'sand', 'wet', 'forest', 'dirty']
['scissors', 'man', 'picture', 'face', 'look']
['teddy', 'bears', 'bear', 'small', 'white']
['showing', 'people', 'old', 'picture', 'working']
['sign', 'reads', 'green', 'street', 'night']
['mirror', 'takes', 'girl', 'woman', 'phone']
['sunglasses', 'man', 'glasses', 'holding', 'woman']
['sky', 'tennis', 'near', 'players', 'cars']
['picture', 'baseball', 'sign', 'signs', 'bathroom']
['posing', 'young', 'sign', 'black', 'standing']
['scissors', 'commercial', 'yellow', 'sign', 'says']
['clocks', 'bathroom', 'eyes', 'deep', 'harbor']
['drawn', 'wedding', 'head', 'older', 'make']
['standing', 'women', 'umbrellas', 'group', 'men']
['bathroom', 'sink', 'sitting', 'counter', 'man']
['red', 'dark', 'sky', 'picture', 'photo']
['sign', 'says', 'bicycles', 'like', 'picture']
['man', 'court', 'swinging', 'hitting', 'female']
['holding', 'smiling', 'young', 'man', 'cell']
['ripe', 'sky', 'picture', 'gray', 'commuter']
['beach', 'people', 'sitting', 'ocean', 'sand']
['smart', 'bathroom', 'picture', 'bright', 'pictures']
['mountains', 'mountain', 'hill', 'large', 'group']
['boxes', 'box', 'doughnuts', 'fork', 'cakes']
['commuter', 'picture', 'bathroom', 'scissors', 'sky']
['stacked', 'clean', 'seat', 'old', 'writing']
['car', 'white', 'variety', 'parked', 'kind']
['mother', 'pictures', 'photos', 'stuffed', 'kite']
['player', 'green', 'man', 'picture', 'field']
['tv', 'color', 'television', 'holding', 'room']
['man', 'posing', 'picture', 'standing', 'camera']
['hair', 'woman', 'talking', 'phone', 'cell']
['decorative', 'scissors', 'white', 'displayed', 'blanket']
['mountains', 'mountain', 'sky', 'painting', 'green']
['woman', 'pretty', 'girl', 'dark', 'posing']
['shaped', 'stop', 'vintage', 'signs', 'ripe']
['smart', 'ripe', 'potatoes', 'eyes', 'picture']
['people', 'park', 'man', 'purple', 'hitting']
['snow', 'bears', 'holding', 'sitting', 'picture']
['holding', 'smiling', 'man', 'standing', 'making']
['dark', 'lights', 'night', 'room', 'lit']
['picture', 'different', 'flying', 'close', 'closeup']
['dark', 'sign', 'hillside', 'eyes', 'photograph']
['tv', 'smart', 'television', 'wave', 'screen']
['woman', 'holding', 'standing', 'people', 'couple']
['man', 'field', 'sitting', 'ball', 'playing']
['drawn', 'snowy', 'snow', 'animal', 'red']
['sign', 'signs', 'white', 'writing', 'display']
['bears', 'black', 'bear', 'eating', 'grass']
['black', 'looking', 'standing', 'dark', 'animal']
['man', 'standing', 'game', 'men', 'players']
['device', 'frosting', 'multi', 'hanging', 'shaped']
['shirt', 'purple', 'woman', 'wearing', 'young']
['woman', 'sunglasses', 'wearing', 'girl', 'pretty']
['holding', 'clothing', 'standing', 'tie', 'man']
['standing', 'holding', 'group', 'posing', 'people']
['group', 'row', 'cutting', 'room', 'posing']
['flower', 'sliced', 'vase', 'pink', 'red']
['dog', 'dogs', 'grass', 'brown', 'large']
['sofa', 'laying', 'towel', 'head', 'sitting']
['military', 'wearing', 'helmet', 'old', 'seat']
['screen', 'sign', 'blue', 'staring', 'standing']
['water', 'pool', 'body', 'sand', 'brush']
['birds', 'pictures', 'plates', 'stuffed', 'different']
['woman', 'man', 'looking', 'standing', 'person']
['jumps', 'eyes', 'sign', 'bathroom', 'airplane']
['picture', 'man', 'horse', 'does', 'jump']
['microwave', 'oven', 'food', 'meter', 'stacked']
['decorated', 'curb', 'bus', 'red', 'public']
['mouse', 'center', 'sign', 'round', 'bike']
['ripe', 'banana', 'picture', 'yellow', 'wearing']
['roof', 'bicycles', 'fence', 'metal', 'white']
['holding', 'girl', 'racket', 'woman', 'black']
['showing', 'different', 'picture', 'blue', 'photograph']
['dog', 'laying', 'man', 'pillow', 'dogs']
['man', 'posing', 'wearing', 'smiling', 'picture']
['scissors', 'dark', 'black', 'picture', 'sky']
['picture', 'stuffed', 'wearing', 'like', 'animals']
['man', 'picture', 'holding', 'baseball', 'takes']
['sunset', 'city', 'tall', 'light', 'building']
['cell', 'phone', 'smart', 'himself', 'holding']
['snowy', 'blue', 'inside', 'dark', 'parked']
['building', 'brick', 'clock', 'blue', 'large']
['sign', 'blue', 'eyes', 'scissors', 'ripe']
['man', 'black', 'hair', 'young', 'photo']
['people', 'phones', 'standing', 'men', 'group']
['sign', 'sky', 'red', 'black', 'bright']
['man', 'woman', 'young', 'holding', 'person']
['green', 'eyes', 'sailing', 'sign', 'pool']
['man', 'controller', 'electronic', 'device', 'standing']
['pitch', 'scissors', 'keyboard', 'green', 'field']
['different', 'cakes', 'case', 'teddy', 'decorated']
['picture', 'black', 'man', 'cover', 'motor']
['sign', 'bun', 'dinner', 'ski', 'yellow']
['sign', 'cake', 'man', 'says', 'makes']
['water', 'lake', 'boat', 'floating', 'body']
['standing', 'tree', 'disc', 'man', 'pants']
['dog', 'black', 'wearing', 'sitting', 'large']
['hair', 'shirt', 'girl', 'young', 'woman']
['man', 'red', 'tie', 'wearing', 'talking']
['sign', 'event', 'men', 'woman', 'people']
['city', 'buildings', 'sign', 'building', 'lots']
['picture', 'man', 'camera', 'showing', 'photo']
['commuter', 'screen', 'bathroom', 'picture', 'showing']
['shelves', 'boxes', 'signs', 'old', 'wood']
['sign', 'black', 'boarder', 'eaten', 'picture']
['sign', 'man', 'reading', 'picture', 'holding']
['pictures', 'pitcher', 'picture', 'photos', 'woods']
['ripe', 'gray', 'scissors', 'picture', 'black']
['car', 'cars', 'driving', 'parked', 'street']
['car', 'parked', 'silver', 'grill', 'black']
['man', 'sitting', 'standing', 'head', 'arm']
['screen', 'scissors', 'blue', 'bright', 'jumps']
['ripe', 'zebras', 'picture', 'photo', 'different']
['man', 'laptop', 'sitting', 'playing', 'person']
['player', 'uniform', 'red', 'baseball', 'wearing']
['woman', 'sitting', 'purple', 'bed', 'bench']
['pictures', 'beer', 'screen', 'different', 'picture']
['group', 'standing', 'red', 'people', 'store']
['blue', 'sitting', 'man', 'talking', 'woman']
['ties', 'pictures', 'photos', 'people', 'surfers']
['woman', 'smile', 'women', 'people', 'couch']
['says', 'displayed', 'sign', 'black', 'rest']
['man', 'hats', 'standing', 'men', 'people']
['cars', 'car', 'alongside', 'street', 'parked']
['uniforms', 'players', 'playing', 'ball', 'player']
['eyes', 'sky', 'blue', 'bright', 'photograph']
['posing', 'sunglasses', 'woman', 'standing', 'man']
['sheets', 'dog', 'black', 'sitting', 'grey']
['hand', 'person', 'atop', 'small', 'holding']
['brown', 'sitting', 'near', 'street', 'cow']
['tie', 'man', 'suit', 'wearing', 'talking']
['woman', 'hair', 'girl', 'pretty', 'beautiful']
['showing', 'screen', 'picture', 'prepares', 'display']
['young', 'sitting', 'little', 'woman', 'holding']
['showing', 'water', 'screen', 'pitch', 'large']
['hair', 'dark', 'face', 'picture', 'photo']
['lined', 'wall', 'train', 'showing', 'picture']
['man', 'men', 'holding', 'computers', 'sitting']
['man', 'players', 'player', 'hitting', 'holding']
['american', 'flag', 'man', 'standing', 'wearing']
['sign', 'green', 'writing', 'closeup', 'screen']
['beach', 'person', 'sky', 'flock', 'sitting']
['bottle', 'wine', 'filled', 'glass', 'bowl']
['white', 'staring', 'young', 'wearing', 'hair']
['grassy', 'field', 'grass', 'standing', 'giraffe']
['man', 'sitting', 'cell', 'men', 'cake']
['flock', 'screen', 'elephants', 'birds', 'curtain']
['woman', 'hair', 'wearing', 'pretty', 'black']
['tv', 'screen', 'television', 'monitor', 'dark']
['blue', 'bird', 'shaped', 'teddy', 'picture']
['giant', 'sitting', 'holding', 'blue', 'near']
['woman', 'hair', 'girl', 'pretty', 'beautiful']
['cake', 'sheep', 'decorated', 'pink', 'holding']
['television', 'tv', 'screen', 'player', 'sign']
['woman', 'girl', 'hair', 'holding', 'young']
['sign', 'sun', 'showing', 'lit', 'jumping']
['baseball', 'black', 'sign', 'dark', 'picture']
['drawn', 'pan', 'image', 'white', 'stuff']
['posing', 'parking', 'picture', 'black', 'photo']
['sky', 'commuter', 'picture', 'gray', 'scissors']
['woman', 'black', 'sitting', 'girl', 'hands']
['scissors', 'ear', 'sign', 'sheets', 'closeup']
['woman', 'cell', 'phone', 'girl', 'talking']
['brushing', 'tie', 'camera', 'young', 'wearing']
['sitting', 'like', 'ball', 'white', 'glass']
['green', 'sitting', 'wearing', 'rest', 'white']
['eyes', 'bathroom', 'mouse', 'commercial', 'scissors']
['pizza', 'table', 'sitting', 'pan', 'sits']
['frisbee', 'man', 'shorts', 'path', 'skateboard']
['black', 'road', 'tables', 'dark', 'player']
['commercial', 'man', 'shirt', 'wearing', 'orange']
['writing', 'picture', 'photo', 'trucks', 'laptop']
['kites', 'sky', 'painting', 'items', 'photo']
['colors', 'picture', 'sign', 'smart', 'photo']
['photo', 'white', 'man', 'black', 'standing']
['screen', 'showing', 'surfboard', 'harbor', 'background']
['sign', 'traffic', 'blue', 'white', 'player']
['sitting', 'hat', 'man', 'smiling', 'glasses']
['antique', 'snow', 'trees', 'palm', 'wooded']
['picture', 'pictures', 'photos', 'woods', 'photo']
['area', 'red', 'large', 'building', 'lot']
['woman', 'pretty', 'hair', 'posing', 'young']
['pictures', 'picture', 'photos', 'photo', 'scissors']
['hair', 'woman', 'girl', 'young', 'wearing']
['picture', 'smart', 'showing', 'book', 'photo']
['red', 'holding', 'man', 'pink', 'field']
['tie', 'man', 'wearing', 'shirt', 'white']
['sign', 'writing', 'book', 'surfboard', 'doorway']
['sign', 'face', 'crossing', 'blue', 'surface']
['parked', 'snow', 'truck', 'military', 'parking']
['water', 'big', 'sitting', 'wall', 'striped']
['control', 'white', 'tan', 'mushrooms', 'picture']
['purple', 'posing', 'picture', 'ties', 'photos']
['street', 'cars', 'city', 'road', 'traffic']
['flock', 'flying', 'closeup', 'seen', 'green']
['overhead', 'trunk', 'court', 'people', 'night']
['suit', 'man', 'business', 'wearing', 'tie']
['banana', 'yellow', 'bright', 'surfboard', 'picture']
['orange', 'like', 'water', 'look', 'standing']
['graffiti', 'animals', 'plates', 'pictures', 'sky']
['trunk', 'tree', 'tall', 'underneath', 'brown']
['man', 'photo', 'picture', 'black', 'wearing']
['woman', 'pretty', 'talking', 'beautiful', 'blue']
['scissors', 'dark', 'black', 'picture', 'bright']
['holding', 'standing', 'man', 'young', 'game']
['reads', 'someones', 'woman', 'girl', 'picture']
['dock', 'bridge', 'street', 'signs', 'wall']
['cat', 'white', 'lying', 'itself', 'sleeping']
['purple', 'lit', 'landing', 'sea', 'ocean']
['woman', 'girl', 'young', 'women', 'hair']
['woman', 'pink', 'girl', 'wearing', 'poses']
['mouse', 'sitting', 'pants', 'animal', 'black']
['bite', 'branches', 'tree', 'hanging', 'grazing']
['pictures', 'showing', 'smart', 'picture', 'screen']
['woman', 'pink', 'hair', 'girl', 'pictures']
['wire', 'colorful', 'hanging', 'colored', 'sky']
['beer', 'bottle', 'soda', 'table', 'sitting']
['window', 'view', 'looking', 'filled', 'inside']
['guy', 'person', 'man', 'cat', 'looking']
['picture', 'bathroom', 'plant', 'bright', 'closeup']
['teeth', 'child', 'little', 'mouth', 'toothbrush']
['pink', 'displayed', 'flock', 'people', 'sign']
['man', 'tie', 'wearing', 'hands', 'older']
['young', 'car', 'wii', 'doorway', 'sitting']
['hat', 'boy', 'young', 'cap', 'smiles']
['players', 'baseball', 'group', 'standing', 'ladies']
['stuffed', 'swinging', 'picture', 'dress', 'wearing']
['statue', 'picture', 'new', 'man', 'photo']
['red', 'cover', 'air', 'picture', 'black']
['woman', 'hair', 'girl', 'women', 'lady']
['screen', 'sitting', 'wave', 'monitor', 'big']
['tie', 'man', 'head', 'face', 'close']
['bushes', 'pipe', 'white', 'holding', 'dirt']
['kites', 'sign', 'bright', 'drawn', 'picture']
['screen', 'happy', 'donut', 'man', 'clocks']
['helmet', 'man', 'standing', 'stands', 'black']
['bathroom', 'picture', 'ripe', 'eyes', 'happy']
['dog', 'standing', 'brown', 'animals', 'water']
['signal', 'striped', 'black', 'racquet', 'distance']
['suit', 'man', 'picture', 'eyes', 'photo']
['photo', 'picture', 'water', 'man', 'black']
['reading', 'past', 'city', 'tie', 'water']
['screen', 'bird', 'showing', 'green', 'says']
['baseball', 'player', 'man', 'red', 'wearing']
['green', 'plate', 'fruits', 'white', 'food']
['people', 'standing', 'group', 'holding', 'sign']
['sitting', 'man', 'pants', 'chair', 'holding']
['ripe', 'alongside', 'ear', 'pictures', 'picture']
['crowd', 'people', 'posing', 'bunch', 'pictures']
['red', 'standing', 'poses', 'man', 'wearing']
['book', 'scissors', 'paper', 'pavement', 'lays']
['pizza', 'sitting', 'pieces', 'table', 'open']
['man', 'cell', 'looking', 'phone', 'holding']
['brown', 'riding', 'horse', 'man', 'woman']
['man', 'looking', 'wearing', 'palm', 'shirt']
['standing', 'woman', 'man', 'picture', 'brick']
['man', 'red', 'suit', 'older', 'tie']
['bathroom', 'clocks', 'eyes', 'ripe', 'landing']
['hair', 'woman', 'poses', 'posing', 'pretty']
['woman', 'wearing', 'brushing', 'posing', 'white']
['man', 'phone', 'looking', 'grey', 'hand']
['pillows', 'bed', 'bedroom', 'room', 'white']
['showing', 'vintage', 'people', 'picture', 'dogs']
['red', 'scissors', 'lays', 'picture', 'close']
['group', 'red', 'people', 'school', 'holding']
['picture', 'high', 'resting', 'scissors', 'white']
['crowd', 'people', 'group', 'large', 'crowded']
['television', 'tv', 'center', 'screen', 'sitting']
['old', 'things', 'screen', 'picture', 'showing']
['head', 'man', 'face', 'older', 'bear']
['racket', 'man', 'night', 'person', 'wearing']
['plate', 'white', 'food', 'meat', 'filled']
['dog', 'touching', 'brown', 'looking', 'picture']
['woman', 'girl', 'holding', 'beautiful', 'dress']
['scissors', 'picture', 'cut', 'perched', 'showing']
['screen', 'smart', 'perched', 'closeup', 'picture']
['bathroom', 'picture', 'ripe', 'eyes', 'bright']
['parade', 'kite', 'flying', 'pink', 'police']
['woman', 'standing', 'wearing', 'holding', 'posing']
['showing', 'pictures', 'picture', 'photograph', 'screen']
['umbrella', 'umbrellas', 'people', 'group', 'holding']
['flock', 'water', 'ocean', 'animals', 'snow']
['banana', 'partially', 'person', 'shoes', 'holding']
['picture', 'games', 'smiling', 'standing', 'taken']
['skateboard', 'skate', 'sitting', 'bags', 'photo']
['sunglasses', 'man', 'tie', 'wearing', 'dressed']
['clocks', 'yellow', 'hydrant', 'showing', 'water']
['bathroom', 'water', 'bird', 'fancy', 'harbor']
['dog', 'brown', 'standing', 'flag', 'looks']
['showing', 'lays', 'clocks', 'picture', 'vintage']
['tie', 'man', 'posing', 'suit', 'wearing']
['posing', 'man', 'smiling', 'standing', 'suit']
['people', 'sign', 'hold', 'lot', 'street']
['man', 'donuts', 'shirt', 'holding', 'men']
['people', 'large', 'crowd', 'street', 'building']
['man', 'picture', 'talking', 'phone', 'old']
['shop', 'business', 'windows', 'store', 'sign']
['player', 'ball', 'man', 'field', 'throwing']
['baseball', 'players', 'vintage', 'women', 'photo']
['sign', 'city', 'big', 'grill', 'large']
['woman', 'dark', 'posing', 'cell', 'poses']
['red', 'man', 'surfboard', 'player', 'wearing']
['ball', 'holding', 'shoes', 'little', 'white']
['man', 'holding', 'game', 'cell', 'phone']
['man', 'holding', 'smiling', 'glasses', 'smiles']
['showing', 'pictures', 'different', 'photos', 'picture']
['meat', 'pitcher', 'sitting', 'giant', 'yellow']
['overlooking', 'sitting', 'ocean', 'orange', 'soda']
['black', 'man', 'woman', 'tie', 'dark']
['keyboard', 'laptop', 'sitting', 'showing', 'lit']
['blue', 'hanging', 'mouse', 'white', 'beach']
['pool', 'blue', 'airplanes', 'slope', 'beach']
['shaped', 'group', 'sliced', 'bags', 'lamp']
['man', 'female', 'young', 'standing', 'face']
['sign', 'black', 'baseball', 'catcher', 'slope']
['picture', 'smart', 'birds', 'showing', 'perched']
['pink', 'bear', 'statue', 'holding', 'black']
['bathroom', 'beneath', 'eyes', 'showing', 'book']
['sheet', 'flower', 'shown', 'bat', 'painting']
['television', 'tv', 'black', 'screen', 'photo']
['sign', 'street', 'green', 'showing', 'signs']
['baseball', 'black', 'sign', 'eyes', 'closed']
['bag', 'floor', 'cute', 'luggage', 'black']
['woman', 'girl', 'posing', 'young', 'poses']
['people', 'group', 'sitting', 'wii', 'room']
['surfing', 'sign', 'desert', 'contains', 'background']
['view', 'red', 'trucks', 'black', 'sitting']
['picture', 'smart', 'white', 'closed', 'gray']
['plants', 'garden', 'green', 'large', 'standing']
['green', 'blue', 'sitting', 'table', 'cup']
['performing', 'man', 'swinging', 'picture', 'trick']
['bun', 'plate', 'piece', 'cheese', 'white']
['baseball', 'sliding', 'players', 'player', 'game']
['broccoli', 'food', 'pastry', 'topped', 'sit']
['sky', 'perched', 'blue', 'flying', 'kite']
['eyes', 'bathroom', 'pink', 'plant', 'bird']
['skating', 'keyboard', 'sitting', 'office', 'desk']
['brick', 'skateboard', 'black', 'man', 'young']
['wearing', 'man', 'picture', 'uniform', 'holding']
['man', 'swinging', 'bat', 'ball', 'racket']
['sofa', 'laying', 'stuffed', 'sitting', 'bears']
['group', 'people', 'posing', 'standing', 'photo']
['sign', 'pink', 'holding', 'poses', 'young']
['man', 'shirt', 'holding', 'standing', 'wearing']
['pictures', 'scissors', 'picture', 'photo', 'dark']
['sign', 'picture', 'bathroom', 'glove', 'says']
['gear', 'snowboard', 'snowboarder', 'people', 'transit']
['man', 'tie', 'suit', 'wearing', 'looking']
['talking', 'tv', 'screen', 'television', 'people']
['sunset', 'sun', 'shore', 'water', 'sand']
['night', 'man', 'graffiti', 'holding', 'pose']
['sandy', 'black', 'man', 'standing', 'white']
['woman', 'smiling', 'camera', 'beautiful', 'face']
['red', 'gear', 'game', 'swing', 'holding']
['flying', 'fancy', 'colorful', 'decorated', 'kite']
['writing', 'wall', 'bush', 'floor', 'piece']
['picture', 'image', 'sheep', 'wearing', 'pictures']
['people', 'cell', 'phone', 'standing', 'women']
['signs', 'sky', 'sign', 'blue', 'ceiling']
['man', 'standing', 'men', 'dressed', 'suits']
['standing', 'wearing', 'holding', 'tie', 'man']
['pose', 'posing', 'standing', 'photograph', 'man']
['ties', 'men', 'standing', 'business', 'man']
['woman', 'pavement', 'steps', 'cell', 'phone']
['appliances', 'red', 'white', 'door', 'wall']
['baseball', 'game', 'uniform', 'men', 'player']
['painting', 'wall', 'bench', 'skateboard', 'sitting']
['large', 'items', 'inside', 'overhead', 'dock']
['people', 'man', 'group', 'standing', 'lake']
['cat', 'laying', 'white', 'couch', 'feeding']
['pictures', 'photos', 'photo', 'umbrella', 'standing']
['photo', 'black', 'field', 'giraffe', 'ship']
['game', 'showing', 'set', 'tv', 'soccer']
['man', 'sunglasses', 'smiling', 'wearing', 'camera']
['picture', 'says', 'zebras', 'showing', 'book']
['kites', 'animals', 'ground', 'sand', 'bear']
['group', 'people', 'standing', 'talking', 'woman']
['flowers', 'dress', 'outfit', 'bears', 'filled']
['woman', 'dark', 'talking', 'pretty', 'screen']
['standing', 'men', 'people', 'phones', 'man']
['blurry', 'steam', 'snow', 'taken', 'standing']
['standing', 'grass', 'sun', 'hill', 'ocean']
['ocean', 'dark', 'plants', 'sky', 'photo']
['pillows', 'bag', 'towel', 'sitting', 'white']
['man', 'black', 'motorcycle', 'picture', 'hanging']
['display', 'electronic', 'kinds', 'shop', 'different']
['bird', 'man', 'lays', 'old', 'book']
['machine', 'flight', 'round', 'use', 'dish']
['bathroom', 'cellphone', 'phone', 'picture', 'eyes']
['purple', 'dark', 'slope', 'light', 'street']
['book', 'bathroom', 'snowy', 'picture', 'mother']
['man', 'happy', 'smiling', 'glasses', 'wearing']
['holding', 'hand', 'man', 'face', 'shirt']
['wooden', 'dog', 'table', 'wine', 'sitting']
['hand', 'palm', 'book', 'person', 'holding']
['pillows', 'boarder', 'sign', 'closed', 'baseball']
['man', 'ear', 'away', 'sign', 'picture']
['snowboard', 'white', 'just', 'air', 'blue']
['tour', 'sky', 'white', 'wearing', 'standing']
['white', 'laying', 'person', 'sleeping', 'animals']
['man', 'people', 'sitting', 'looking', 'woman']
['people', 'group', 'crowd', 'room', 'standing']
['picture', 'laptop', 'photo', 'showing', 'face']
['stuffed', 'picture', 'sky', 'wearing', 'like']
['man', 'posing', 'pose', 'glasses', 'standing']
['store', 'oven', 'food', 'sitting', 'table']
['man', 'person', 'bridge', 'using', 'flat']
['bathroom', 'picture', 'sky', 'office', 'eyes']
['dog', 'bun', 'paper', 'table', 'items']
['people', 'woman', 'child', 'hair', 'holding']
['shelf', 'man', 'cover', 'video', 'picture']
['ripe', 'banana', 'picture', 'paper', 'photo']
['yellow', 'black', 'brightly', 'action', 'bike']
['woman', 'cellphone', 'black', 'sun', 'ledge']
['people', 'group', 'large', 'watches', 'standing']
['sign', 'flight', 'french', 'snowboarding', 'showing']
['showing', 'air', 'device', 'blue', 'picture']
['dark', 'black', 'man', 'person', 'smiling']
['kites', 'center', 'image', 'blue', 'drawn']
['posing', 'smiling', 'smile', 'woman', 'kids']
['desk', 'tv', 'laptop', 'monitor', 'screen']
['screen', 'monitor', 'clock', 'tennis', 'picture']
['bikes', 'street', 'people', 'scooter', 'business']
['clock', 'closed', 'shows', 'showing', 'background']
['park', 'walkway', 'stone', 'metal', 'red']
['book', 'scissors', 'pair', 'silver', 'sitting']
['flying', 'sky', 'high', 'commercial', 'picture']
['pink', 'surface', 'painted', 'hand', 'narrow']
['standing', 'group', 'holding', 'people', 'men']
['posing', 'men', 'standing', 'picture', 'outside']
['brushing', 'toothbrush', 'woman', 'teeth', 'tooth']
['umbrellas', 'people', 'crowd', 'group', 'large']
['posing', 'man', 'dress', 'keyboard', 'white']
['hat', 'wearing', 'young', 'man', 'himself']
['couch', 'stuffed', 'teddy', 'sitting', 'laying']
['blue', 'bush', 'fence', 'purple', 'colored']
['picture', 'ski', 'sea', 'jumping', 'commuter']
['mound', 'group', 'red', 'large', 'standing']
['pizza', 'toppings', 'sitting', 'pan', 'table']
['red', 'signs', 'closeup', 'dark', 'bathroom']
['green', 'sign', 'sky', 'white', 'sitting']
['ripe', 'commercial', 'picture', 'bright', 'smart']
['bird', 'mug', 'sign', 'writing', 'picture']
['road', 'city', 'riders', 'street', 'railroad']
['showing', 'picture', 'laptop', 'pictures', 'photograph']
['man', 'photo', 'pipe', 'picture', 'black']
['sky', 'smoke', 'view', 'lights', 'city']
['waves', 'country', 'showing', 'flying', 'blue']
['business', 'people', 'suits', 'tennis', 'posing']
['showing', 'bathroom', 'gray', 'clocks', 'yellow']
['picture', 'onions', 'baseball', 'animals', 'red']
['tennis', 'woman', 'racket', 'female', 'dress']
['man', 'cell', 'phone', 'brushing', 'wearing']
['catcher', 'group', 'playing', 'game', 'men']
['net', 'photo', 'black', 'white', 'photograph']
['bus', 'van', 'parked', 'blue', 'street']
['man', 'jacket', 'wearing', 'night', 'head']
['woman', 'blue', 'standing', 'suit', 'hitting']
['blue', 'shirt', 'hat', 'wearing', 'man']
['bright', 'blue', 'suitcases', 'colored', 'bags']
['picture', 'wearing', 'photograph', 'man', 'sitting']
['man', 'takes', 'holding', 'people', 'cover']
['tie', 'shirt', 'red', 'shorts', 'hand']
['carrying', 'railing', 'tie', 'dress', 'kite']
['woman', 'sitting', 'smiling', 'posing', 'girl']
['wooden', 'woman', 'clock', 'table', 'sitting']
['team', 'scissors', 'shop', 'group', 'standing']
['reaching', 'air', 'jumping', 'make', 'player']
['sign', 'sitting', 'green', 'fashioned', 'old']
['blue', 'people', 'tables', 'room', 'long']
['pictures', 'bikes', 'plain', 'gold', 'group']
['ties', 'people', 'men', 'talking', 'crowd']
['glove', 'shoes', 'bear', 'horses', 'like']
['posing', 'ski', 'holding', 'standing', 'baseball']
['cell', 'phone', 'woman', 'dark', 'black']
['sitting', 'cat', 'brown', 'head', 'white']
['man', 'wearing', 'glasses', 'face', 'picture']
['man', 'tiled', 'racquet', 'racket', 'holding']
['people', 'color', 'painting', 'group', 'animals']
['skateboard', 'riding', 'skateboards', 'road', 'man']
['bird', 'perched', 'banana', 'showing', 'screen']
['kite', 'laptop', 'bright', 'controllers', 'sitting']
['sign', 'picture', 'man', 'holding', 'men']
['sign', 'underneath', 'signs', 'old', 'picture']
['man', 'cell', 'holding', 'phone', 'woman']
['posing', 'dressed', 'man', 'pose', 'standing']
['sign', 'mountains', 'hillside', 'pointing', 'mountain']
['blue', 'man', 'standing', 'door', 'photo']
['suit', 'picture', 'pants', 'man', 'yellow']
['picture', 'remote', 'business', 'screen', 'painted']
['picture', 'ripe', 'streets', 'white', 'background']
['bathroom', 'picture', 'showing', 'bird', 'skateboard']
['baseball', 'player', 'blue', 'sky', 'ball']
['photos', 'man', 'old', 'people', 'men']
['field', 'soccer', 'player', 'ball', 'green']
['night', 'bus', 'city', 'street', 'parked']
['men', 'man', 'standing', 'room', 'wearing']
['holding', 'umbrellas', 'square', 'bear', 'sitting']
['dark', 'face', 'head', 'red', 'man']
['sky', 'cloudy', 'blue', 'high', 'features']
['cover', 'picture', 'showing', 'screen', 'photo']
['man', 'person', 'picture', 'chair', 'black']
['ripe', 'picture', 'sky', 'bright', 'bathroom']
['group', 'standing', 'people', 'posing', 'men']
['woman', 'wearing', 'women', 'dark', 'young']
['large', 'sitting', 'group', 'people', 'wall']
['writing', 'black', 'sign', 'dark', 'cover']
['underneath', 'sign', 'blue', 'people', 'image']
['woman', 'holding', 'girl', 'young', 'phone']
['birds', 'flying', 'colorful', 'standing', 'black']
['ear', 'head', 'hair', 'scissors', 'looking']
['holding', 'posing', 'woman', 'young', 'wearing']
['red', 'bright', 'shorts', 'picture', 'scissors']
