['water', 'waters', 'dark', 'large', 'background']
['man', 'old', 'standing', 'holding', 'river']
['man', 'tie', 'suit', 'wearing', 'looking']
['game', 'playing', 'ball', 'player', 'match']
['car', 'people', 'red', 'dog', 'truck']
['beneath', 'bird', 'bathroom', 'showing', 'tan']
['man', 'wearing', 'tie', 'face', 'shirt']
['pointing', 'bird', 'showing', 'equipment', 'bathroom']
['light', 'people', 'city', 'street', 'lot']
['snowy', 'photo', 'group', 'black', 'man']
['snowy', 'zebras', 'tree', 'stacked', 'commercial']
['bathroom', 'eyes', 'commuter', 'picture', 'bright']
['books', 'stacked', 'keyboard', 'desk', 'phone']
['tv', 'television', 'screen', 'man', 'game']
['bench', 'woman', 'atop', 'man', 'standing']
['red', 'dark', 'lush', 'rest', 'apple']
['purple', 'dressed', 'phone', 'street', 'wearing']
['holding', 'cell', 'bat', 'getting', 'hit']
['holding', 'black', 'woman', 'umbrella', 'carrying']
['bear', 'picture', 'pictures', 'posing', 'holding']
['colors', 'lined', 'different', 'various', 'variety']
['woman', 'lady', 'standing', 'posing', 'girl']
['neck', 'decorated', 'drawn', 'girls', 'like']
['posing', 'woman', 'wall', 'holding', 'smiling']
['grey', 'suit', 'cell', 'holding', 'young']
['hair', 'smile', 'woman', 'face', 'girl']
['person', 'hands', 'man', 'legs', 'persons']
['showing', 'bathroom', 'vintage', 'bright', 'picture']
['men', 'man', 'games', 'guys', 'reads']
['black', 'says', 'photo', 'pillows', 'cover']
['bathroom', 'picture', 'girls', 'bright', 'eyes']
['holding', 'woman', 'wearing', 'costume', 'standing']
['people', 'group', 'sitting', 'bunch', 'sign']
['blue', 'room', 'guys', 'man', 'hat']
['little', 'baby', 'young', 'camera', 'child']
['man', 'picture', 'takes', 'traffic', 'donut']
['truck', 'road', 'trailer', 'street', 'highway']
['tie', 'posing', 'man', 'wearing', 'woman']
['phone', 'person', 'cell', 'man', 'smart']
['hillside', 'snowy', 'snow', 'red', 'high']
['woman', 'children', 'child', 'sitting', 'old']
['sitting', 'truck', 'laptop', 'vehicle', 'boat']
['breakfast', 'eggs', 'bread', 'box', 'sliced']
['sign', 'player', 'racket', 'picture', 'holding']
['black', 'dark', 'woman', 'girl', 'face']
['man', 'picture', 'wearing', 'black', 'photo']
['picture', 'sign', 'girls', 'commercial', 'bathroom']
['man', 'wearing', 'glasses', 'looking', 'camera']
['american', 'sheets', 'sign', 'painted', 'green']
['elephants', 'ripe', 'picture', 'bathroom', 'gray']
['ripe', 'turn', 'various', 'dog', 'yellow']
['red', 'scissors', 'commercial', 'high', 'jumps']
['store', 'asian', 'box', 'sitting', 'graffiti']
['sign', 'chips', 'pastries', 'stuff', 'surfing']
['beach', 'close', 'red', 'sitting', 'picture']
['decker', 'yellow', 'sign', 'signs', 'clock']
['showing', 'picture', 'donut', 'various', 'enjoying']
['group', 'men', 'people', 'uniforms', 'standing']
['paper', 'picture', 'white', 'potatoes', 'birds']
['plate', 'table', 'food', 'topped', 'sitting']
['pictures', 'photos', 'showing', 'animals', 'colors']
['multiple', 'remote', 'filled', 'umbrellas', 'shot']
['polar', 'photo', 'shown', 'showing', 'white']
['sign', 'says', 'black', 'white', 'reads']
['people', 'crowded', 'large', 'center', 'park']
['bright', 'bathroom', 'picture', 'vintage', 'eyes']
['train', 'steam', 'bunch', 'night', 'room']
['truck', 'street', 'box', 'large', 'parked']
['pictures', 'color', 'standing', 'glass', 'wearing']
['picture', 'bathroom', 'ripe', 'bright', 'gray']
['man', 'tie', 'shirt', 'wearing', 'holding']
['photos', 'picture', 'posing', 'pictures', 'store']
['room', 'sitting', 'small', 'mouse', 'table']
['clocks', 'showing', 'picture', 'sandy', 'bathroom']
['blue', 'photos', 'man', 'surfboard', 'bird']
['walks', 'window', 'room', 'sitting', 'lined']
['picture', 'wearing', 'posing', 'poses', 'holding']
['helmet', 'man', 'sitting', 'traveling', 'wearing']
['animal', 'stuffed', 'bear', 'displayed', 'picture']
['sign', 'picture', 'wall', 'man', 'shaped']
['bathroom', 'commercial', 'green', 'eyes', 'black']
['screen', 'television', 'tv', 'showing', 'playing']
['drawn', 'pictures', 'picture', 'vintage', 'image']
['red', 'ball', 'holding', 'soccer', 'man']
['woman', 'lady', 'girl', 'holding', 'young']
['dark', 'black', 'town', 'scissors', 'picture']
['stuffed', 'sign', 'display', 'picture', 'clock']
['tv', 'color', 'television', 'holding', 'room']
['man', 'wedding', 'photo', 'picture', 'talking']
['picture', 'showing', 'sitting', 'holding', 'apple']
['persons', 'person', 'man', 'someones', 'wearing']
['different', 'wild', 'various', 'picture', 'zebras']
['smart', 'showing', 'screen', 'photograph', 'picture']
['pictures', 'picture', 'woman', 'sitting', 'blue']
['gray', 'ripe', 'bathroom', 'office', 'baseball']
['sitting', 'dirt', 'rack', 'row', 'says']
['eyes', 'black', 'sign', 'gray', 'someones']
['screen', 'book', 'closed', 'showing', 'work']
['dogs', 'lots', 'store', 'types', 'signs']
['sign', 'old', 'picture', 'photo', 'reads']
['banana', 'lays', 'yellow', 'lying', 'person']
['picture', 'man', 'blue', 'photo', 'white']
['reads', 'book', 'picture', 'man', 'display']
['picture', 'like', 'sitting', 'reads', 'breakfast']
['vintage', 'cover', 'picture', 'wearing', 'photo']
['bright', 'signs', 'floors', 'sign', 'ear']
['photograph', 'picture', 'player', 'lying', 'waves']
['red', 'picture', 'pictures', 'showing', 'screen']
['bathroom', 'commuter', 'picture', 'smart', 'phone']
['picture', 'dark', 'man', 'camera', 'house']
['taking', 'phone', 'man', 'bathroom', 'picture']
['bathroom', 'picture', 'vintage', 'photo', 'bright']
['bathroom', 'picture', 'mouse', 'gray', 'office']
['purple', 'salad', 'eyes', 'bright', 'blue']
['lawn', 'land', 'chairs', 'flying', 'white']
['plate', 'white', 'foods', 'food', 'meat']
['sitting', 'people', 'working', 'man', 'laptop']
['rock', 'piece', 'sitting', 'cake', 'table']
['city', 'sign', 'business', 'underneath', 'buses']
['smiling', 'posing', 'laptop', 'man', 'using']
['picture', 'showing', 'appliances', 'house', 'screen']
['man', 'sitting', 'sign', 'shirt', 'ramp']
['man', 'game', 'men', 'player', 'field']
['motorcycles', 'business', 'people', 'group', 'sign']
['drawn', 'covered', 'head', 'multiple', 'background']
['sky', 'sun', 'clouds', 'beach', 'beautiful']
['sign', 'wood', 'giving', 'stop', 'onions']
['yellow', 'center', 'banana', 'picture', 'person']
['man', 'asian', 'posing', 'standing', 'men']
['group', 'team', 'red', 'people', 'line']
['phone', 'signs', 'american', 'picture', 'screen']
['green', 'bright', 'palm', 'showing', 'screen']
['standing', 'hair', 'woman', 'game', 'pose']
['scissors', 'sign', 'held', 'bunch', 'different']
['sign', 'blue', 'pillow', 'stacked', 'eyes']
['truck', 'decker', 'road', 'trailer', 'red']
['potatoes', 'resting', 'bright', 'phone', 'showing']
['pickup', 'ripe', 'picture', 'black', 'photo']
['wearing', 'holding', 'shirt', 'sitting', 'dark']
['snowboarding', 'scissors', 'black', 'sign', 'glasses']
['steam', 'sky', 'people', 'decorated', 'playing']
['hat', 'wearing', 'man', 'surfer', 'picture']
['old', 'picture', 'vintage', 'ties', 'man']
['sign', 'building', 'painted', 'stuffed', 'toy']
['sign', 'bright', 'blue', 'laptop', 'picture']
['man', 'holding', 'posing', 'picture', 'sunset']
['yellow', 'orange', 'smart', 'includes', 'background']
['man', 'glasses', 'looking', 'camera', 'wearing']
['picture', 'glasses', 'scissors', 'dark', 'showing']
['blue', 'airplane', 'sailing', 'bush', 'sky']
['bathroom', 'shorts', 'eyes', 'bird', 'office']
['posing', 'standing', 'holding', 'smiling', 'pose']
['brushing', 'child', 'girl', 'young', 'teeth']
['wheel', 'parked', 'white', 'car', 'sitting']
['black', 'dark', 'picture', 'scissors', 'bright']
['vintage', 'picture', 'alongside', 'cover', 'sign']
['showing', 'train', 'hotdog', 'red', 'picture']
['sky', 'green', 'smoke', 'kite', 'ocean']
['man', 'picture', 'surfboard', 'person', 'photo']
['cat', 'staring', 'flower', 'orange', 'looking']
['cats', 'photos', 'color', 'dog', 'pictures']
['scissors', 'alongside', 'commercial', 'picture', 'bathroom']
['flying', 'different', 'multiple', 'make', 'cloth']
['car', 'silver', 'vintage', 'phone', 'photo']
['talking', 'picture', 'man', 'phone', 'photo']
['man', 'player', 'white', 'wearing', 'male']
['green', 'blender', 'cup', 'sitting', 'table']
['hair', 'pillow', 'dark', 'round', 'photo']
['sign', 'farm', 'chips', 'says', 'lies']
['cake', 'pan', 'baked', 'pie', 'happy']
['dark', 'black', 'photograph', 'traffic', 'sky']
['standing', 'people', 'man', 'street', 'suitcases']
['bathroom', 'mouse', 'showing', 'snowy', 'picture']
['black', 'scissors', 'sign', 'baseball', 'picture']
['flock', 'farm', 'gray', 'skate', 'hillside']
['tennis', 'screen', 'dark', 'airport', 'large']
['curb', 'sidewalk', 'trash', 'sitting', 'platform']
['smart', 'showing', 'picture', 'pictures', 'screen']
['building', 'tall', 'street', 'grey', 'city']
['zebras', 'ripe', 'alongside', 'commuter', 'skateboard']
['man', 'wearing', 'posing', 'picture', 'smiling']
['clocks', 'bathroom', 'happy', 'picture', 'bright']
['bathroom', 'eyes', 'gray', 'office', 'picture']
['plate', 'potatoes', 'white', 'bacon', 'food']
['painted', 'hand', 'red', 'kites', 'shaped']
['bedroom', 'sign', 'phone', 'hand', 'jacket']
['screen', 'appliances', 'laptop', 'resting', 'surfing']
['hands', 'posing', 'picture', 'young', 'yellow']
['screen', 'dark', 'sign', 'night', 'television']
['vintage', 'pasta', 'animals', 'drawn', 'picture']
['hats', 'hat', 'wearing', 'photo', 'look']
['overhead', 'field', 'sand', 'grassy', 'head']
['woman', 'umbrella', 'pretty', 'lady', 'holding']
['man', 'wearing', 'himself', 'cap', 'hat']
['keyboard', 'screen', 'bright', 'light', 'ocean']
['man', 'professional', 'picture', 'wearing', 'talking']
['bunch', 'different', 'course', 'black', 'photo']
['vintage', 'airplane', 'overhead', 'showing', 'sky']
['man', 'standing', 'holding', 'sheep', 'person']
['scissors', 'dark', 'black', 'picture', 'sky']
['older', 'head', 'man', 'blue', 'towel']
['head', 'yellow', 'wearing', 'hole', 'face']
['pictures', 'photos', 'picture', 'people', 'posing']
['modern', 'left', 'car', 'turned', 'silver']
['pictures', 'showing', 'different', 'book', 'screen']
['man', 'posing', 'camera', 'smiling', 'tie']
['eyes', 'bathroom', 'picture', 'bright', 'vintage']
['purple', 'pink', 'different', 'colored', 'signs']
['scissors', 'black', 'sign', 'red', 'dark']
['pictures', 'man', 'men', 'baseball', 'device']
['scissors', 'dark', 'black', 'sign', 'baseball']
['water', 'pavement', 'birds', 'sand', 'swimming']
['man', 'black', 'donut', 'photo', 'picture']
['video', 'wii', 'picture', 'woman', 'posing']
['yellow', 'group', 'flight', 'zebras', 'brown']
['sitting', 'paper', 'decorated', 'photo', 'table']
['ocean', 'people', 'person', 'holding', 'water']
['eyes', 'stacked', 'alongside', 'displaying', 'vintage']
['holding', 'shaped', 'face', 'stuffed', 'yellow']
['pictures', 'tennis', 'racket', 'picture', 'playing']
['pictures', 'man', 'color', 'reads', 'ramp']
['pickup', 'picture', 'road', 'dark', 'cellphone']
['showing', 'screen', 'picture', 'bath', 'bat']
['foreground', 'hillside', 'shade', 'light', 'street']
['book', 'scissors', 'paper', 'pavement', 'lays']
['tv', 'screen', 'signs', 'television', 'dark']
['man', 'picture', 'business', 'sign', 'wearing']
['sign', 'ear', 'carrots', 'baseball', 'shorts']
['colored', 'close', 'yellow', 'end', 'background']
['grass', 'field', 'glove', 'grassy', 'middle']
['man', 'hair', 'camera', 'poses', 'wearing']
['snow', 'man', 'happy', 'riding', 'snowy']
['sign', 'man', 'swinging', 'picture', 'vintage']
['ripe', 'picture', 'scissors', 'photo', 'gray']
['closeup', 'showing', 'picture', 'eyes', 'clock']
['bathroom', 'bird', 'shorts', 'eyes', 'black']
['snowy', 'blue', 'inside', 'dark', 'parked']
['scissors', 'picture', 'black', 'commuter', 'sky']
['picture', 'sky', 'birds', 'says', 'flying']
['sky', 'picture', 'commuter', 'scissors', 'gray']
['colorful', 'fruits', 'blue', 'jacket', 'kite']
['station', 'subway', 'sitting', 'purple', 'signs']
['man', 'tie', 'smiling', 'looking', 'face']
['group', 'standing', 'men', 'women', 'picture']
['man', 'tie', 'suit', 'wearing', 'black']
['photo', 'bird', 'pose', 'landing', 'sitting']
['scissors', 'black', 'dark', 'picture', 'sign']
['group', 'wedding', 'animals', 'standing', 'photos']
['man', 'wearing', 'standing', 'picture', 'red']
['sky', 'bathroom', 'cellphone', 'hydrant', 'toilet']
['man', 'uniforms', 'wearing', 'smiling', 'posing']
['picture', 'showing', 'trunk', 'appliances', 'potatoes']
['blue', 'showing', 'image', 'picture', 'set']
['man', 'glass', 'sitting', 'ledge', 'holding']
['machine', 'player', 'tv', 'television', 'black']
['man', 'people', 'men', 'picture', 'sitting']
['broken', 'vase', 'cloudy', 'flower', 'flowers']
['screen', 'blue', 'sky', 'smart', 'flying']
['apple', 'background', 'steel', 'black', 'white']
['people', 'sitting', 'group', 'man', 'men']
['man', 'posing', 'young', 'looking', 'girl']
['man', 'video', 'sitting', 'old', 'woman']
['sign', 'picture', 'street', 'right', 'black']
['laying', 'black', 'chocolate', 'sitting', 'sits']
['man', 'mans', 'standing', 'people', 'playing']
['hillside', 'sign', 'eyes', 'boarder', 'black']
['cabinets', 'flying', 'wall', 'water', 'mouse']
['bathroom', 'picture', 'banana', 'vintage', 'paper']
['cup', 'coffee', 'blue', 'writing', 'wooded']
['hat', 'wearing', 'cap', 'man', 'young']
['black', 'sailing', 'photograph', 'dark', 'signs']
['gas', 'yellow', 'showing', 'shown', 'picture']
['holding', 'man', 'standing', 'person', 'racket']
['green', 'blue', 'sitting', 'table', 'cup']
['deep', 'skiers', 'herd', 'cloudy', 'beach']
['sitting', 'hat', 'man', 'smiling', 'glasses']
['standing', 'group', 'man', 'people', 'showing']
['eyes', 'blue', 'purple', 'bright', 'bathroom']
['benches', 'woman', 'color', 'wearing', 'old']
['photo', 'picture', 'bathroom', 'standing', 'holding']
['sign', 'picture', 'bathroom', 'tooth', 'showing']
['ripe', 'picture', 'commuter', 'scissors', 'eyes']
['photos', 'ladies', 'woman', 'pictures', 'glass']
['ripe', 'brown', 'hot', 'red', 'tall']
['car', 'man', 'seat', 'talking', 'sitting']
['sheets', 'purple', 'picture', 'laying', 'happy']
['ripe', 'bathroom', 'picture', 'gray', 'sign']
['people', 'group', 'picture', 'shopping', 'standing']
['man', 'suits', 'suit', 'wearing', 'standing']
['features', 'appliances', 'carpet', 'paper', 'yellow']
['sign', 'red', 'jacket', 'standing', 'wearing']
['dark', 'showing', 'picture', 'large', 'photo']
['sign', 'man', 'ties', 'men', 'american']
['head', 'makes', 'man', 'wearing', 'american']
['picture', 'wearing', 'business', 'black', 'motor']
['flying', 'sky', 'kites', 'fly', 'people']
['sign', 'picture', 'brick', 'close', 'sitting']
['head', 'black', 'photograph', 'white', 'picture']
['man', 'picture', 'business', 'standing', 'wearing']
['photograph', 'picture', 'man', 'pictures', 'old']
['man', 'young', 'posing', 'picture', 'sitting']
['game', 'crowd', 'tv', 'games', 'television']
['sky', 'blue', 'dark', 'face', 'screen']
['car', 'monitors', 'airplane', 'airport', 'station']
['scissors', 'black', 'dark', 'snowboarding', 'gray']
['scissors', 'black', 'dark', 'picture', 'town']
['half', 'decorative', 'book', 'sitting', 'plate']
['picture', 'screen', 'closeup', 'various', 'smart']
['clocks', 'drawn', 'painting', 'sky', 'older']
['orange', 'yellow', 'inside', 'sitting', 'placed']
['picture', 'flock', 'cellphone', 'bathroom', 'paper']
['bathroom', 'eyes', 'gray', 'mouse', 'picture']
['people', 'group', 'standing', 'large', 'room']
['wrapped', 'banana', 'sitting', 'holding', 'person']
['men', 'man', 'standing', 'posing', 'court']
['ripe', 'sky', 'picture', 'scissors', 'commuter']
['writing', 'wall', 'bush', 'floor', 'piece']
['bed', 'sitting', 'photo', 'laying', 'cell']
['man', 'hair', 'wearing', 'sign', 'smiling']
['tie', 'holding', 'man', 'jacket', 'putting']
['picture', 'clocks', 'sign', 'animal', 'time']
['scissors', 'ripe', 'yellow', 'sign', 'ski']
['floor', 'toddler', 'blue', 'room', 'sitting']
['double', 'face', 'smiling', 'picture', 'showing']
['ripe', 'deep', 'commuter', 'picture', 'airplane']
['boxes', 'beneath', 'colored', 'bag', 'sitting']
['woman', 'picture', 'girl', 'posing', 'smiling']
['eyes', 'airplane', 'sky', 'flying', 'black']
['cat', 'white', 'smile', 'breakfast', 'sitting']
['frosting', 'post', 'blue', 'beach', 'sky']
['dog', 'black', 'sitting', 'doorway', 'standing']
['sign', 'writing', 'bat', 'wood', 'signs']
['screen', 'wearing', 'desk', 'office', 'man']
['showing', 'picture', 'appliances', 'smart', 'screen']
['ground', 'lays', 'sitting', 'dogs', 'ripe']
['herd', 'tracks', 'sitting', 'background', 'screen']
['police', 'picture', 'man', 'sign', 'people']
['bathroom', 'picture', 'bright', 'scissors', 'screen']
['screen', 'bright', 'background', 'large', 'black']
['bathroom', 'sign', 'bun', 'sky', 'ripe']
['vintage', 'ties', 'photo', 'picture', 'photograph']
['sign', 'cover', 'held', 'paper', 'picture']
['picture', 'bathroom', 'yellow', 'alongside', 'showing']
['petting', 'beneath', 'screen', 'road', 'black']
['wave', 'water', 'snow', 'riding', 'man']
['banana', 'water', 'near', 'holding', 'white']
['living', 'room', 'couch', 'sitting', 'bed']
['case', 'book', 'sitting', 'box', 'luggage']
['picture', 'bathroom', 'vintage', 'ripe', 'eyes']
['keyboard', 'closeup', 'screen', 'cellphone', 'phone']
['bathroom', 'picture', 'eyes', 'vintage', 'bright']
['sign', 'tv', 'screen', 'video', 'people']
['ripe', 'benches', 'birds', 'teddy', 'assorted']
['sign', 'attached', 'toy', 'street', 'yellow']
['holding', 'person', 'dark', 'cute', 'donut']
['sandwich', 'bag', 'bed', 'wrapped', 'items']
['eyes', 'clocks', 'takes', 'office', 'skateboard']
['pictures', 'beer', 'screen', 'different', 'picture']
['man', 'scissors', 'picture', 'glasses', 'sign']
['people', 'group', 'standing', 'terminal', 'building']
['bathroom', 'picture', 'gray', 'black', 'eyes']
['sign', 'baseball', 'black', 'eyes', 'dark']
['building', 'lit', 'large', 'room', 'sitting']
['television', 'talking', 'standing', 'man', 'restaurant']
['picture', 'showing', 'appliances', 'vintage', 'bathroom']
['picture', 'people', 'group', 'photo', 'bunch']
['sky', 'flying', 'blue', 'book', 'crossing']
['flying', 'photograph', 'white', 'commercial', 'picture']
['man', 'bathroom', 'picture', 'face', 'glasses']
['laying', 'man', 'bed', 'laptop', 'sitting']
['picture', 'cover', 'man', 'showing', 'photo']
['green', 'blue', 'sitting', 'table', 'cup']
['color', 'talking', 'phone', 'sunglasses', 'showing']
['bird', 'airplane', 'showing', 'water', 'mouse']
['pictures', 'picture', 'photo', 'photos', 'ripe']
['posing', 'man', 'gray', 'grey', 'hair']
['man', 'head', 'tie', 'white', 'brushing']
['closed', 'cup', 'coffee', 'red', 'sign']
['pieces', 'high', 'train', 'different', 'wet']
['flying', 'high', 'sign', 'group', 'seen']
['sitting', 'towel', 'car', 'airplane', 'bag']
['shelf', 'man', 'cat', 'sign', 'standing']
['oven', 'sitting', 'small', 'meter', 'door']
['horse', 'horses', 'white', 'sheets', 'animals']
['dog', 'floor', 'wedding', 'sitting', 'white']
['railing', 'bear', 'car', 'teddy', 'brown']
['sitting', 'bear', 'log', 'tree', 'doors']
['flock', 'book', 'donuts', 'american', 'open']
['old', 'bike', 'man', 'riding', 'wheel']
['pictures', 'streets', 'teddy', 'photos', 'shot']
['man', 'tie', 'wearing', 'black', 'glasses']
['landing', 'drawn', 'pieces', 'stacked', 'commercial']
['sitting', 'colors', 'red', 'decorated', 'green']
['bird', 'bathroom', 'showing', 'picture', 'tan']
['cat', 'laying', 'black', 'playing', 'cats']
['sky', 'dark', 'red', 'man', 'background']
['man', 'photo', 'pipe', 'picture', 'black']
['dark', 'bottle', 'grey', 'floating', 'photo']
['mountains', 'cars', 'mountain', 'van', 'traffic']
['green', 'man', 'horse', 'picture', 'wearing']
['picture', 'dark', 'surfboard', 'photo', 'woman']
['picture', 'showing', 'various', 'photo', 'screen']
['suit', 'man', 'suits', 'business', 'men']
['picture', 'snowboard', 'book', 'flower', 'bright']
['dog', 'brown', 'large', 'standing', 'head']
['pole', 'street', 'sign', 'road', 'blue']
['writing', 'remote', 'plays', 'elephants', 'refrigerator']
['woman', 'girl', 'hair', 'photo', 'ties']
['road', 'car', 'driving', 'taken', 'street']
['dark', 'night', 'scissors', 'photograph', 'skiers']
['glasses', 'black', 'photo', 'showing', 'picture']
['leaves', 'green', 'bunch', 'garden', 'plants']
['photos', 'showing', 'picture', 'things', 'bathroom']
['scissors', 'picture', 'photo', 'pictures', 'vintage']
['photo', 'inside', 'view', 'old', 'car']
['man', 'sign', 'picture', 'bird', 'posing']
['picture', 'commuter', 'scissors', 'potatoes', 'photograph']
['bathroom', 'picture', 'eyes', 'ripe', 'gray']
['baked', 'sitting', 'banana', 'piece', 'paper']
['screen', 'group', 'close', 'elephants', 'beach']
['family', 'wearing', 'holding', 'woman', 'standing']
['clock', 'white', 'vintage', 'sitting', 'sky']
['man', 'glasses', 'wearing', 'palm', 'smiling']
['plate', 'table', 'stacked', 'bread', 'meat']
['picture', 'pictures', 'ties', 'man', 'photo']
['blue', 'screen', 'smart', 'resting', 'picture']
['eyes', 'scissors', 'woman', 'pillows', 'face']
['smart', 'picture', 'bathroom', 'screen', 'animals']
['screen', 'tv', 'television', 'surf', 'monitor']
['display', 'past', 'orange', 'sign', 'guy']
['scissors', 'appliances', 'banana', 'screen', 'picture']
['picture', 'screen', 'showing', 'photo', 'closeup']
['bathroom', 'shorts', 'clocks', 'office', 'beneath']
['keyboard', 'smart', 'picture', 'phone', 'showing']
['beach', 'sand', 'water', 'beautiful', 'woman']
['sign', 'highway', 'cover', 'black', 'writing']
['man', 'phone', 'photos', 'picture', 'pictures']
['train', 'airport', 'sitting', 'sign', 'window']
['woman', 'face', 'camera', 'lady', 'glasses']
['picture', 'sky', 'ripe', 'black', 'gray']
['black', 'dark', 'sign', 'cellphone', 'sky']
['frosting', 'cake', 'white', 'decorated', 'broccoli']
['field', 'area', 'ground', 'bat', 'showing']
['ripe', 'bright', 'picture', 'shelf', 'pink']
['sitting', 'pink', 'ground', 'trunk', 'white']
['standing', 'person', 'man', 'green', 'sticking']
['man', 'sign', 'reads', 'men', 'games']
['variety', 'different', 'wall', 'trees', 'disc']
['showing', 'pictures', 'appliances', 'picture', 'subway']
['picture', 'mans', 'showing', 'man', 'games']
['yellow', 'sitting', 'green', 'field', 'area']
['sign', 'boarder', 'eyes', 'bunch', 'moving']
['man', 'wearing', 'sign', 'ties', 'posing']
['scissors', 'reflection', 'vintage', 'commercial', 'girls']
['sitting', 'bed', 'resting', 'brown', 'dog']
['people', 'beach', 'bikes', 'water', 'swimming']
['eyes', 'blue', 'sign', 'bunch', 'elephant']
['sign', 'street', 'stop', 'road', 'building']
['pictures', 'showing', 'picture', 'different', 'photos']
['planes', 'sky', 'ocean', 'blue', 'stop']
['bird', 'picture', 'sink', 'birds', 'banana']
['picture', 'photo', 'man', 'posing', 'white']
['baseball', 'player', 'ball', 'hit', 'game']
['purple', 'young', 'man', 'sitting', 'towel']
['american', 'face', 'man', 'cups', 'picture']
['sign', 'signs', 'painting', 'different', 'red']
['man', 'wearing', 'picture', 'shirt', 'looking']
['bathroom', 'eyes', 'gray', 'ripe', 'picture']
['ripe', 'showing', 'commuter', 'picture', 'gray']
['ocean', 'beach', 'rocky', 'people', 'man']
['sandwich', 'different', 'picture', 'sliced', 'various']
['bear', 'backpack', 'neck', 'sign', 'teddy']
['night', 'dark', 'lit', 'flying', 'airplane']
['man', 'posing', 'displaying', 'picture', 'smiling']
['sign', 'dark', 'black', 'picture', 'baseball']
['standing', 'dark', 'group', 'man', 'cows']
['bird', 'sitting', 'white', 'chair', 'holding']
['posing', 'wearing', 'woman', 'holding', 'head']
['man', 'holding', 'pointing', 'hand', 'remote']
['pictures', 'photos', 'girls', 'pasta', 'children']
['people', 'picture', 'posing', 'man', 'event']
['street', 'road', 'night', 'traffic', 'car']
['picture', 'image', 'photo', 'playing', 'color']
['eyes', 'sign', 'black', 'gray', 'boarder']
['car', 'stopped', 'parked', 'street', 'wheel']
['gray', 'sky', 'throw', 'dark', 'high']
['wearing', 'man', 'picture', 'standing', 'cellphone']
['ties', 'scissors', 'sink', 'color', 'stack']
['posing', 'smiles', 'woman', 'family', 'cover']
['players', 'player', 'uniforms', 'baseball', 'men']
['enclosure', 'standing', 'fence', 'stands', 'window']
['hand', 'persons', 'person', 'closeup', 'left']
['lake', 'boat', 'ramp', 'man', 'person']
['bed', 'bedroom', 'pillow', 'turned', 'pillows']
['wearing', 'white', 'photo', 'man', 'player']
['bun', 'doughnuts', 'closeup', 'orange', 'sitting']
['sign', 'black', 'road', 'photo', 'center']
['white', 'old', 'standing', 'men', 'photo']
['dry', 'stacked', 'prepares', 'closed', 'sign']
['pictures', 'motorcycles', 'skiing', 'group', 'people']
['pictures', 'showing', 'photos', 'different', 'colors']
['dog', 'purple', 'black', 'sitting', 'blue']
['woman', 'pretty', 'hair', 'girl', 'brushing']
['closeup', 'smart', 'picture', 'laptop', 'close']
['bow', 'tie', 'man', 'posing', 'smiling']
['bathroom', 'picture', 'banana', 'phone', 'pictures']
['yellow', 'sign', 'view', 'person', 'sky']
['night', 'people', 'dark', 'luggage', 'bunch']
['painting', 'photo', 'black', 'sign', 'zebras']
['writing', 'old', 'picture', 'photograph', 'white']
['scissors', 'glove', 'sign', 'commercial', 'picture']
['man', 'sitting', 'black', 'white', 'photograph']
['standing', 'man', 'posing', 'men', 'holding']
['man', 'table', 'cake', 'tie', 'sitting']
['picture', 'man', 'photo', 'multiple', 'photos']
['baseball', 'player', 'ship', 'purple', 'swinging']
['flower', 'pictures', 'smart', 'appliances', 'picture']
['picture', 'bright', 'silver', 'black', 'background']
['hillside', 'black', 'eyes', 'pillows', 'sign']
['box', 'table', 'case', 'sitting', 'wrapped']
['holding', 'wearing', 'glasses', 'object', 'man']
['man', 'picture', 'donut', 'old', 'posing']
['man', 'hat', 'green', 'court', 'holding']
['smiling', 'head', 'staring', 'man', 'smile']
['bathroom', 'harbor', 'showing', 'signal', 'surfboard']
['photograph', 'wave', 'man', 'talking', 'picture']
['pictures', 'picture', 'bright', 'vintage', 'stacked']
['town', 'pointing', 'photograph', 'pillows', 'sign']
['uniforms', 'group', 'photo', 'posing', 'net']
['eyes', 'purple', 'blue', 'bright', 'bathroom']
['tennis', 'green', 'people', 'set', 'area']
['chips', 'different', 'sitting', 'decorated', 'pan']
['pipe', 'showing', 'skateboard', 'man', 'board']
['scissors', 'ear', 'leaning', 'black', 'bunch']
['sign', 'right', 'showing', 'dark', 'black']
['pictures', 'clocks', 'picture', 'photos', 'various']
['color', 'signs', 'double', 'photo', 'features']
['showing', 'bird', 'skateboard', 'photo', 'picture']
['screen', 'blue', 'night', 'remote', 'sky']
['man', 'posing', 'gear', 'sign', 'net']
['sign', 'scissors', 'black', 'large', 'clock']
['red', 'feet', 'bow', 'tan', 'sheep']
['type', 'closed', 'photo', 'sign', 'single']
['lights', 'picture', 'colored', 'commercial', 'closed']
['ripe', 'zebras', 'picture', 'sky', 'vintage']
['screen', 'sign', 'directions', 'train', 'showing']
['scissors', 'commercial', 'yellow', 'sign', 'says']
['black', 'gray', 'sign', 'white', 'dark']
['yellow', 'sky', 'book', 'animals', 'beneath']
['grey', 'picture', 'photo', 'fly', 'showing']
['sign', 'black', 'sky', 'catcher', 'dark']
['black', 'sign', 'white', 'dark', 'scissors']
